movieId,title,genre,timestamp
47,Sommarjobb sjuksköterska,Sjuksköterska|Örnsköldsvik|Ansvarstagande|Legitimerad|Högskola,441769900472
48,Sjuksköterska dialysen,Sjuksköterska|Sundsvall|Flexibel|positiv| Arbetsam|Snabb|Legitimerad|Högskola,441769904223
49,Sjuksköterska Nattjänstgöring,Sjuksköterska|Timrå|Stresstålig|självgående|Legitimerad|Högskola,441769907303
50,Sjuksköterska Ortopeden,Sjuksköterska|Örnsköldsvik|Noggrann|Arbetsam|Snabb|Legitimerad|Högskola|Körkort B,441769911403
51,Snickare Peab Byggservice,Snickare|Härnösand|Social|Flexibel|Snabb|självgående|Gymnasiet|Körkort B,441769950515
52,Snickare AB Byggprojket,Snickare|Härnösand|Friskvård|Gymnasiet|Körkort B,441769958909
53,Snickare Kök & Inredning,Snickare|Sundsvall|Friskvård|Social|Gymnasiet|Körkort B,441769966811
54, Snickare Nettuno Bygg & Transport,Snickare|Sundsvall|Promenad|Snabb|Ansvarstagande|Körkort B,441769971295
55,Snickare Ouazzani Invest AB ,Snickare|Timrå|Strukturerad|Körkort B,441769974950
56,Snickare LN Personal AB,Snickare|Ånge|positiv|Gymnasiet|Körkort B,441769977866
57,Snickare Storstockholm|Snickare|Ånge|Friskvård|självgående|Körkort B,441769981448
58,Snickare Gestricia bygg & service AB ,Snickare|Timrå|Fotboll|kreativ|Körkort B,441769984751
59,Snickare Piteå Kommun,Snickare|Örnsköldsvik|Flexibel|Noggrann|Körkort B,441769990009
60,Snickare Scandinavian Internet Group AB,Snickare|Sundsvall|Social|positiv| Noggrann|Körkort B,441769994061
61,Snickare CG-Byggen AB,Snickare|Örnsköldsvik|Snabb|Ansvarstagande|Gymnasiet|Körkort B,441769999090
62,Snickare Karlstad,Snickare|Kramfors|Strukturerad| självgående| serviceminded|Körkort B,441770002217
63,Snickare WorkWeb,Snickare|Ånge|Social|självgående|Körkort B,441770005667
64,Snickare ByggConstruct AB,Snickare|Sundsvall|positiv|Körkort B,441770008271
65,Snickare Hekuri Svets & Montage AB,Snickare|Härnösand|Bada|Flexibel|Körkort B,441770015609
66,Snickare Jatic Bygg AB,Snickare|Kramfors|Flexibel|Noggrann|Ansvarstagande|Körkort B,441770018421
67,Snickare Style Bygg Land,Snickare|Timrå|Fotboll|självgående| serviceminded|Körkort B,441770021301
68,Snickare All Snickeri & Design ,Snickare|Sundsvall|Promenad|positiv|Körkort B,441770025699
69,Snickare Dryft Sverige,Snickare|Timrå|Flexibel|positiv|Körkort B,441770028766
70,Snickare Bygg & BadrumsPartner,Snickare|Ånge|Friskvård|Snabb|Körkort B,441770031812
71,Snickare RSH Bostad AB,Snickare|Timrå|Bada|kreativ|Körkort B,441770073674
72,Snickare sökes ExpanderaMera Byggbemanning ,Snickare|Ånge|Flexibel|positiv|Körkort B,441770076613
73, Snickare Göteborg Bang & Nielsen AB ,Snickare|Timrå|Ansvarstagande| Säljinriktad| Stresstålig|Körkort B,441770080316
74,"självgående|snickare A Partners AB",Snickare|Örnsköldsvik|Strukturerad| självgående|Körkort B,441770083767
75,Snickare sökes Montiga AB,Snickare|Örnsköldsvik|Stresstålig|Analytisk|Körkort B,441770089401
76,Snickare +40 GOveteran,Snickare|Timrå|Snabb|Stresstålig|kreativ|Körkort B,441770093300
77,Snickare Träarbetare D & B Bygg AB ,Snickare|Sundsvall|självgående|Körkort B,441770138235
78,Snickare sökes Danderyds Konsult,Snickare|Sundsvall|Strukturerad| självgående|Körkort B,441770142307
79,Snickare sökes! Hty Bygg,Snickare|Härnösand|Ansvarstagande| Säljinriktad|Körkort B,441770145700
80,Snickare bygg Lnkw Entreprenad,Snickare|Timrå|Fotboll|Arbetsam|Stresstålig|Körkort B,441770149621
81,Söker snickare Opazo Herrera Juan,Snickare|Sundsvall|Friskvård|Snabb|Körkort B,441770153316
82,"Snickare sökes N L AB, Byggbolaget ",Snickare|Sundsvall|Flexibel|Körkort B,441770156237
83,Erfaren Snickare Stockholm GOveteran,Snickare|Sundsvall|Strukturerad|Körkort B,441770159492
84,Snickare (Servissnickare) ,Snickare|Timrå|självgående| serviceminded|Körkort B,441770162848
85,Ecobygg söker snickare Ecobygh,Snickare|Timrå|Noggrann|Arbetsam|Körkort B,441770166496
86,Snickare utan yrkesbevis,Snickare|Sollefteå|positiv| Analytisk|Körkort B,441770170994
87,Snickare Fiddes Bygg,Snickare|Sollefteå|Stresstålig|självgående|Körkort B,441770179107
88,"självgående|serviceinriktad snickare",Snickare|Timrå|positiv| Snabb|självgående|Körkort B,441770182001
89,Snickare med erfarenhet,Snickare|Kramfors|Snabb|Körkort B,441770186830
90,Snickare till Malmöregionen,Snickare|Sundsvall|Empatisk|Körkort B,441770192936
91,Snickare i fjällen!,Snickare|Timrå|Noggrann|Körkort B,441770196937
92,Snickare sökes (65770),Snickare|Örnsköldsvik|positiv| Stresstålig|Körkort B,441770200517
93,Snickare / Carpenter,Snickare|Sollefteå|positiv| Stresstålig|Körkort B,441770203600
94, TopWork söker duktiga snickare,Snickare|Örnsköldsvik|Arbetsam|Snabb|Körkort B,441770206656
95,Snickare och Rivningsarbetare sökes,Snickare|Ånge|Flexibel|positiv|Körkort B,441770212479
96,Erfaren Träarbetare Snickare sökes,Snickare|Sundsvall|Strukturerad| självgående|Körkort B,441770218047
97,Snickare till Byggpojken AB,Snickare|Timrå|Arbetsam|Körkort B,441770220510
98,Snickare sökes i borås,Snickare|Timrå|Flexibel|positiv| Noggrann|Körkort B,441770223080
99,3 stycken snickare sökes,Snickare|Sundsvall|positiv|Körkort B,441770233748
100,Snickare sökes för omgående start!,Snickare|Kramfors|Arbetsam|Snabb|Ansvarstagande|Körkort B,441770236741
101,"Vi söker 2-3 självgående|snickare",Snickare|Ånge|Snabb|Körkort B,441770239705
102,Duktiga SNICKARE sökes till företaget,Snickare|Ånge|Ansvarstagande| Stresstålig|Körkort B,441770242870
103,"självgående|snickare med erfarenhet sökes",Snickare|Härnösand|Noggrann|Arbetsam|Körkort B,441770246088
104,Göteborgs roligaste byggföretag söker snickare,Snickare|Timrå|Friskvård|Körkort B,441770249800
105,Snickare med ansvar och eget driv!,Snickare|Kramfors|Stresstålig|Körkort B,441770252875
106,Snickare som vill ha ny utmaning,Snickare|Sundsvall|Flexibel|Körkort B,441770274995
107,Yrkeskunniga snickare sökes till framtida uppdrag,Snickare|Timrå|Friskvård|Strukturerad|Körkort B,441770276736
108,Vi söker seniora snickare i Partille,Snickare|Sollefteå|Promenad|Empatisk|positiv|Körkort B,441770281133
109,Snickare för kommande behov,Snickare|Sollefteå|Arbetsam|Snabb|Körkort B,441770284273
110,Snickare till Klingsta Hus & Modul AB,Snickare|Örnsköldsvik|Arbetsam|Snabb|441770287071
111,Tingsryds bostsäder söker Projektanställning snickare,Snickare|Kramfors|Noggrann|Arbetsam|Körkort B,441770290210
112,Göteborgs Skärgård som arbetsplats? Snickare för direktrekrytering sökes!,Snickare|Örnsköldsvik|Stresstålig|Strukturerad|Körkort B,441770293775
113,Söker nu ytterligare två snickare till ett vårt goa gäng,Snickare|Sundsvall|Flexibel|Snabb|Körkort B,441770296937
114,TopWork söker industrisnickare,Snickare|Sollefteå|Flexibel|positiv|Körkort B,441770301122
115,TopWork söker montör till träindustrin,Snickare|Örnsköldsvik|positiv| Strukturerad|Körkort B,441770304201
116,Servicesnickare till A-team!,Snickare|Sollefteå|Stresstålig|Körkort B,441770309155
117,Vi söker trähusarbetare,Snickare|Sollefteå|Empatisk|Flexibel|Körkort B,441770313369
118,Fönsterrenoverare,Snickare|Ånge|Noggrann|Arbetsam|Körkort B,441770316484
119,Träarbetare,Snickare|Sundsvall|Flexibel|Snabb|Körkort B,441770320534
120,Grovsnickare /Segeltorp,Snickare|Timrå|Arbetsam|Ansvarstagande|Körkort B,441770323797
121,Grovsnickare/ Hägersten,Snickare|Sundsvall|Flexibel|positiv| Noggrann|Körkort B,441770373494
122,Produktionsmedarbetare till träindustri i Anneberg,Snickare|Sundsvall|Flexibel|positiv|Körkort B,441770376769
123,Vi söker fabrikssnickare,Snickare|Härnösand|positiv| Snabb|Körkort B,441770381050
124,Träarbetare sökes till kortare uppdrag i Örebro,Snickare|Timrå|Stresstålig|Körkort B,441770383779
125,Snickare/träarbetare sökas,Snickare|Sundsvall|Friskvård|Arbetsam|Snabb|Körkort B,441770386679
126,Erfaren träarbetare,Snickare|Ånge|Stresstålig|självgående|Körkort B,441770390215
127,Träarbetare sökes till uppdrag i hela Sverige,Snickare|Flexibel|Körkort B,441770395676
128,Fönstörmontörer till Sthlm-Norrort,Snickare|Ånge|Strukturerad| självgående|Körkort B,441770398267
129,Serviceinriktad och ansvarsfull hantverkare sökes!,Snickare|Timrå|Flexibel|Noggrann|Körkort B,441770401488
130,Snickare/BAS,Snickare|Sollefteå|Noggrann|Stresstålig|Körkort B,441770404017
131,Vill du jobba som fabrikssnickare på Nock Massiva Trähus?,Snickare|Härnösand|Noggrann|Snabb|Körkort B,441770407514
132, Vill du jobba som fabrikssnickare på Nock Massiva Trähus?,Snickare|Sollefteå|Stresstålig|Körkort B,441770411076
133,Duktig Servicesnickare - stabilt företag - Borås,Snickare|Ånge|Strukturerad|Körkort B,441770414392
134,Servicesnickare direktrekrytering,Snickare|Timrå|Arbetsam|Körkort B,441770416830
135,Bygnadsarbetare för Brandsäkring till Dawson,Snickare|Timrå|Social|serviceminded|Körkort B,441770420684
136,Fönster arbete,Snickare|Sollefteå|Snabb|Ansvarstagande|Körkort B,441770423008
137,Produktion och Installation av PVC fönster,Snickare|Härnösand|Flexibel|Stresstålig|Körkort B,441770426042
138,Träarbetare sökes till uppdrag i Örebro,Snickare|Timrå|Social|självgående|Körkort B,441770428473
139,Traktamente runt om i landet,Snickare|Sundsvall|positiv| Arbetsam|Körkort B,441770431443
140,Kanalreparatör,Snickare|Sollefteå|självgående|Körkort B,441770434458
141,Erfaren Snickare/byggare sökes,Snickare|Örnsköldsvik|Bada|självgående|Körkort B,441770437154
142,Trämontör till kund i Växjö,Snickare|Timrå|Strukturerad|Körkort B,441770440835
143,Götenehus söker produktionspersonal,Snickare|Timrå|positiv| Stresstålig|Körkort B,441770443532
144,Hansa Bygg söker snickare/träarbetare till byggservice,Snickare|Sollefteå|Ansvarstagande|Körkort B,441770448811
145,Trähusarbetare,Snickare|Ånge|Flexibel|positiv|Körkort B,441770451069
146,Trähusarbetare,Snickare|Ånge|Noggrann|självgående|Körkort B,441770453686
147,Driven entreprenadsnickare till Höglandet,Snickare|Ånge|Snabb|Ansvarstagande|Körkort B,441770457574
148,Prefabsnickare,Snickare|Sollefteå|Empatisk|Snabb|Körkort B,441770460591
149,Snickare/Fasad murare,Snickare|Ånge|Friskvård|Arbetsam|Körkort B,441770463606
150,Snickare/ Byggstädare,Snickare|Ånge|Ansvarstagande|Körkort B,441770465752
151,Butikssäljare till Träbiten Byggvaror,Snickare|Timrå|Flexibel|Körkort B,441770468376
152,Servicesnickare till växande byggföretag i norrort,Snickare|Kramfors|Arbetsam|Körkort B,441770470809
153,Sjuksköterska till Gotland,Sjuksköterska|Sundsvall|självgående| kreativ|Legitimerad|Högskola,441770479923
154,Sjuksköterska Vårdcentralen Ellenbogen,Sjuksköterska|Ånge|Social|Flexibel|positiv|Legitimerad|Högskola|Körkort B,441770482874
155,"Sjuksköterska, Onkologmottagningen Falun",Sjuksköterska|Ånge|Friskvård|Empatisk|positiv| Analytisk|Legitimerad|Högskola|Körkort B,441770486107
156,Sjuksköterska till Halmstad,Sjuksköterska|Örnsköldsvik|Friskvård|självgående|Legitimerad|Högskola|Körkort B,441770489167
157,"Sjuksköterska Kirurgmottagningen, Falun",Sjuksköterska|Härnösand|Flexibel|Snabb|Ansvarstagande|Legitimerad|Högskola|Körkort B,441770494205
158,Sjuksköterska till Kalmar,Sjuksköterska|Sundsvall|positiv| Noggrann|Arbetsam|Legitimerad|Högskola|Körkort B,441770497286
159,Sjuksköterska till Gotland,Sjuksköterska|Timrå|Empatisk|Strukturerad|Legitimerad|Högskola,441770500962
160,Sjuksköterska till Kronoberg,Sjuksköterska|Sundsvall|Bada|Snabb|Ansvarstagande|Körkort B|Legitimerad|Högskola,441770505011
161,Sjuksköterska till AVA/30C,Sjuksköterska|Timrå|Flexibel|positiv| Arbetsam|Legitimerad|Högskola|Körkort B,441770513892
162,Sjuksköterska till covidavdelning,Sjuksköterska|Örnsköldsvik|Noggrann|Arbetsam|Snabb|Legitimerad|Högskola|Körkort B,441770517278
163,Sjuksköterska till strokeavdelning,Sjuksköterska|Ånge|positiv| Noggrann|Snabb|Legitimerad|Högskola|Körkort B,441770520596
164,Sjuksköterska till akutmottagning,Sjuksköterska|Sundsvall|Empatisk|positiv|Legitimerad|Högskola|Körkort B,441770523478
165,Sjuksköterska till Primärvårdsuppdrag,Sjuksköterska|Timrå|Stresstålig|Analytisk| kreativ|Legitimerad|Högskola|Körkort B,441770526841
166,"Sjuksköterska, psykiatriska öppenvården",Sjuksköterska|Sollefteå|Stresstålig|Analytisk| Kommunikativ|Legitimerad|Högskola|Körkort B,441770530850
167,Sjuksköterska till kirurgavdelning,Sjuksköterska|Kramfors|Stresstålig|Analytisk| Strukturerad|Legitimerad|Högskola|Körkort B,441770534330
168,Sjuksköterska till Akutmottagningen,Sjuksköterska|Örnsköldsvik|positiv| Noggrann|Legitimerad|Högskola|Körkort B,441770538289
169,Sjuksköterska till resursen,Sjuksköterska|Sundsvall|Empatisk|Stresstålig|Legitimerad|Högskola|Körkort B,441770540984
170,Sjuksköterska - Psykiatri,Sjuksköterska|Kramfors|Promenad|Strukturerad|Legitimerad|Högskola|Körkort B,441770544326
171,Sjuksköterska till hemsjukvårdsenhet,Sjuksköterska|Sollefteå|Friskvård|Ansvarstagande|Legitimerad|Högskola|Körkort B,441770548714
172,Sjuksköterska till Barnkliniken,Sjuksköterska|Timrå|Arbetsam|Snabb|Legitimerad|Högskola|Körkort B,441770551790
173,Sjuksköterska till Hemsjukvården,Sjuksköterska|Timrå|Arbetsam|Snabb|Legitimerad|Högskola|Körkort B,441770554704
174,Sjuksköterska Sjukvårdens larmcentral,Sjuksköterska|Härnösand|Empatisk|Arbetsam|Snabb|Legitimerad|Högskola|Körkort B,441770557578
175,Sommarvikariat - Sjuksköterska,Sjuksköterska|Härnösand|Social|Flexibel|positiv|Legitimerad|Högskola|Körkort B,441770561557
176,Sjuksköterska inom LSS,Sjuksköterska|Kramfors|Friskvård|Stresstålig|Strukturerad|Legitimerad|Högskola|Körkort B,441770564489
177,Distriktsjuksköterska/ Sjuksköterska ASIH,Sjuksköterska|Sollefteå|Stresstålig|Analytisk| Kommunikativ|Legitimerad|Högskola|Körkort B,441770567721
178,Sjuksköterska till Skövde,Sjuksköterska|Sundsvall|Promenad|Arbetsam|Snabb|Legitimerad|Högskola|Körkort B,441770571136
179,Sjuksköterska till hjärtavdelning,Sjuksköterska|Sollefteå|Ansvarstagande| Analytisk|Legitimerad|Högskola|Körkort B,441770575074
180,Sjuksköterska till Varberg,Sjuksköterska|Härnösand|Social|Strukturerad|Legitimerad|Högskola|Körkort CE,441770578842
181,Leg sjuksköterska Kattrumpstullen,Sjuksköterska|Ånge|positiv| Snabb|Legitimerad|Högskola|Körkort B,441770582515
182,Sjuksköterska till vårdcentral,Sjuksköterska|Härnösand|Social|Arbetsam|Snabb|Legitimerad|Högskola|Körkort B,441770590969
183,Sjuksköterska till akutmottagningen,Sjuksköterska|Kramfors|Ansvarstagande| Stresstålig|Legitimerad|Högskola|Körkort B,441770593952
184,Sjuksköterska till Patienthotellet,Sjuksköterska|Timrå|Stresstålig|Analytisk|Körkort B,441770596955
185,"Sjuksköterska, dialysavdelningen, Lycksele",Sjuksköterska|Ånge|Noggrann|Arbetsam|Snabb|Legitimerad|Högskola|Körkort B,441770600021
186,Sjuksköterska till Värmland Dedicare AB,Sjuksköterska|Timrå|Snabb|Ansvarstagande| Analytisk|Legitimerad|Högskola|Körkort B,441770604132
187,Sjuksköterska till akutvårdsavdelningen,Sjuksköterska|Sundsvall|Empatisk|Flexibel|Legitimerad|Högskola|Körkort B,441770606961
188,Sjuksköterska till hemsjukvården,Sjuksköterska|Ånge|Friskvård|självgående|Legitimerad|Högskola|Körkort B,441770610741
189,Sjuksköterska Psykiatrimottagning Malung,Sjuksköterska|Sundsvall|positiv| Noggrann|Arbetsam|Legitimerad|Högskola|Körkort B,441770618551
190,Sjuksköterska ASIH Södertälje,Sjuksköterska|Sundsvall|Friskvård|Social|Arbetsam|Snabb|Legitimerad|Högskola|Körkort B,441770621669
191,Sjuksköterska Dialysmottagning Bollnäs,Sjuksköterska|Härnösand|Promenad|Stresstålig|Legitimerad|Högskola|Körkort B,441770625185
192,sjuksköterska till socialpsykiatrin,Sjuksköterska|Timrå|Promenad|positiv| Arbetsam|Snabb|Legitimerad|Högskola|Körkort B,441770628167
193,Legitimerad sjuksköterska natt,Sjuksköterska|Örnsköldsvik|Stresstålig|Analytisk| Kommunikativ|Legitimerad|Högskola|Körkort B,441770632208
194,Sjuksköterska till ortopedmottagningen,Sjuksköterska|Härnösand|Friskvård|Arbetsam|Snabb|Legitimerad|Högskola|Körkort B,441770635848
195,Sjuksköterska till neurologiavdelningen,Sjuksköterska|Härnösand|Empatisk|Noggrann|Snabb|Legitimerad|Högskola|Körkort B,441770639450
196,Leg. Sjuksköterska natt,Sjuksköterska|Timrå|Snabb|Stresstålig|Analytisk|Legitimerad|Högskola|Körkort B,441770642326
197,Sjuksköterska till dialysmottagningen,Sjuksköterska|Sundsvall|Flexibel|Noggrann|Legitimerad|Högskola|Körkort B,441770645277
198,Sjuksköterska med nattjänstgöring,Sjuksköterska|Kramfors|Flexibel|Strukturerad|Legitimerad|Högskola|Körkort B,441770649627
199,Jourhavande sjuksköterska joursjukvård,Sjuksköterska|Örnsköldsvik|Flexibel|Arbetsam|Snabb|Legitimerad|Högskola|Körkort B,441770653369
200,Sjuksköterska för specialuppdrag,Sjuksköterska|Timrå|Arbetsam|Snabb|Legitimerad|Högskola|Körkort B,441770656442
201,Sjuksköterska till rehabavdelningen,Sjuksköterska|Sundsvall|positiv| Noggrann|Snabb|Legitimerad|Högskola|Körkort B,441770659900
202,Sjuksköterska till vårdavdelning!,Sjuksköterska|Kramfors|positiv| Noggrann|Snabb|Ansvarstagande|Legitimerad|Högskola|Körkort B,441770664914
203,Sjuksköterska till Hemsjukvården,Sjuksköterska|Sundsvall|Arbetsam|Snabb|Ansvarstagande| Stresstålig|Legitimerad|Högskola|Körkort B,441770671706
204,Lastbilsförare,Lastbilsförare|Härnösand|Social|Stresstålig|Körkort CE,441770805471
205,Åkeri söker lastbilsförare (CE),Lastbilsförare|Kramfors|Flexibel|Gymnasiet|Körkort CE,441770808139
206,Lastbilsförare B och C körkort,Lastbilsförare|Sundsvall|Stresstålig|Gymnasiet|Körkort CE,441770811629
207,Lastbilschaufför CE-behörighet till Transport och Fordon i Lund,Lastbilsförare|Timrå|positiv| självgående|Körkort CE,441770814439
208,Lastbilschaufför,Lastbilsförare|Ånge|Noggrann|Körkort CE,441770817482
209,Lastbilschaufför med CE-kort i Örebro,Lastbilsförare|Sollefteå|Ansvarstagande|Körkort CE,441770820658
210,Direktsäljande lastbilschaufför,Lastbilsförare|Örnsköldsvik|Social|Empatisk|positiv| Säljinriktad| Stresstålig|Körkort CE,441770825970
211,Lastbilschaufför - Kranväxlare,Lastbilsförare|Kramfors|Arbetsam|Körkort CE,441770834483
212,Lastbilschaufför sökes,Lastbilsförare|Härnösand|Empatisk|självgående|Körkort CE,441770837322
213,Distributionschaufför Skellefteå,Lastbilsförare|Sundsvall|Social|Säljinriktad| Kommunikativ|Körkort CE,441770841203
214,Lastbilschaufför med lagervana,Lastbilsförare|Timrå|Promenad|Snabb|Körkort CE,441770844250
215,Lastbilschaufför,Lastbilsförare|Sundsvall|Snabb|Körkort CE,441770847537
216,Spolbilschaufförer sökes,Lastbilsförare|Ånge|positiv| Stresstålig|Körkort CE,441770850812
217,Lastbilschaufför Lastväxlare,Lastbilsförare|Timrå|Arbetsam|Körkort CE,441770855216
218,Kran/lastbilschaufför,Lastbilsförare|Sollefteå|Arbetsam|Snabb|Körkort CE,441770859636
219,Lasbilschaufför,Lastbilsförare|Örnsköldsvik|Snabb|Ansvarstagande|Körkort CE,441770862249
220,Chaufför med CE-kort sökes!,Lastbilsförare|Örnsköldsvik|Flexibel|Körkort CE,441770869170
221,Mångsidig Lastbilschaufför,Lastbilsförare|Kramfors|Friskvård|Stresstålig|Körkort CE,441770871411
222,Lastbilschaufför,Lastbilsförare|Timrå|Empatisk|serviceminded|Körkort CE,441770936389
223,Vi söker duktiga lastbilschaufför!,Lastbilsförare|Ånge|Flexibel|Stresstålig|Körkort CE,441770939279
224,Vill du bli en lastbilschaufför? Nu har du chansen!,Lastbilsförare|Örnsköldsvik|Flexibel|Stresstålig|Körkort CE,441770944072
225,"Semestervikarierande busschaufförer, lastbilschaufförer och maskinförare",Lastbilsförare|Kramfors|Promenad|Ansvarstagande| serviceminded|Körkort CE,441770947588
226,"Semestervikarierande busschaufförer, lastbilschaufförer och maskinförare",Lastbilsförare|Härnösand|Ansvarstagande| Säljinriktad| Stresstålig|Körkort CE,441770951283
227,"Semestervikarierande busschaufförer, lastbilschaufförer och maskinförare",Lastbilsförare|Sundsvall|positiv| Noggrann|Arbetsam|Körkort CE,441770953779
228,C Chaufför med YKB,Lastbilsförare|Timrå|Promenad|Social|serviceminded|Körkort CE,441770957574
229,Sökes C-Chaufför som önskar jobba som betongpumpmaskinist!,Lastbilsförare|Ånge|Säljinriktad| Stresstålig|självgående|Körkort CE,441770962522
